DataName,SchoolName1,SchoolName2,NumSHSATTestTakers,NumSpecializedOffers,OffersPerStudent,PctBlackOrHispanic,Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH SCHOOL",,"New Explorations into Science, Technology and Math School",126,91,67%,19%,,,,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",310100011539.0,1.0,40.7195,-73.979239,"111 COLUMBIA ST NEW YORK, NY 10002",NEW YORK,10002.0,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.257,"$76,833.96 ",0%,33%,9%,11%,20%,42%,97%,3%,81%,Exceeding Target,73%,Approaching Target,85%,Meeting Target,55%,Not Meeting Target,81%,Approaching Target,74%,Not Meeting Target,Exceeding Target,3.83,4.03,110.0,55.0,0.0,2.0,1.0,22.0,26.0,4.0,0.0,5.0,109.0,91.0,0.0,0.0,5.0,33.0,39.0,0.0,0.0,9.0,114.0,81.0,0.0,3.0,8.0,33.0,32.0,5.0,0.0,8.0,114.0,94.0,0.0,2.0,10.0,36.0,40.0,6.0,0.0,9.0,109.0,76.0,0.0,4.0,0.0,26.0,43.0,0.0,0.0,10.0,109.0,90.0,0.0,4.0,0.0,30.0,51.0,0.0,0.0,8.0,142.0,89.0,0.0,7.0,6.0,30.0,41.0,0.0,0.0,8.0,142.0,127.0,0.0,8.0,8.0,39.0,65.0,0.0,0.0,12.0,112.0,74.0,0.0,3.0,4.0,21.0,42.0,0.0,0.0,8.0,105.0,74.0,0.0,2.0,3.0,21.0,44.0,0.0,0.0,9.0,120.0,65.0,0.0,2.0,0.0,31.0,27.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.H.S. 259 WILLIAM MCKINLEY,Junior High School 259,The William McKinley School,309,86,15%,21%,,,,J.H.S. 259 WILLIAM MCKINLEY,332000010259.0,20.0,40.626227,-74.014758,"7301 FT HAMILTON PKWY BROOKLYN, NY 11228",BROOKLYN,11228.0,"06,07,08",06,08,No,0.622,,11%,45%,1%,22%,23%,32%,96%,12%,95%,Exceeding Target,96%,Exceeding Target,89%,Meeting Target,91%,Exceeding Target,69%,Approaching Target,94%,Exceeding Target,Meeting Target,2.92,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,151.0,0.0,0.0,12.0,93.0,43.0,0.0,1.0,115.0,556.0,247.0,0.0,0.0,20.0,165.0,61.0,0.0,11.0,189.0,545.0,143.0,0.0,0.0,15.0,82.0,44.0,0.0,0.0,88.0,553.0,213.0,0.0,0.0,16.0,152.0,44.0,0.0,5.0,152.0,476.0,111.0,0.0,0.0,11.0,70.0,28.0,0.0,0.0,77.0,481.0,189.0,0.0,0.0,12.0,136.0,39.0,0.0,8.0,144.0
M.S. 158 MARIE CURIE,Middle School 158,The Marie Curie School,236,84,22%,20%,,,,M.S. 158 MARIE CURIE,342600010158.0,26.0,40.756375,-73.77232,"46-35 OCEANIA ST BAYSIDE, NY 11361",BAYSIDE,11361.0,"06,07,08",06,08,No,0.27399999999999997,,6%,61%,5%,14%,19%,20%,97%,5%,88%,Exceeding Target,91%,Meeting Target,83%,Meeting Target,85%,Meeting Target,72%,Approaching Target,90%,Meeting Target,Meeting Target,3.15,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,117.0,0.0,0.0,14.0,80.0,16.0,0.0,0.0,58.0,368.0,184.0,0.0,0.0,14.0,144.0,20.0,0.0,3.0,91.0,307.0,100.0,0.0,0.0,5.0,71.0,23.0,0.0,0.0,47.0,312.0,146.0,0.0,0.0,4.0,112.0,28.0,0.0,5.0,74.0,345.0,83.0,0.0,1.0,3.0,63.0,16.0,0.0,0.0,41.0,169.0,27.0,0.0,0.0,0.0,24.0,3.0,0.0,2.0,17.0
J.H.S. 067 LOUIS PASTEUR,Junior High School 67,The Louis Pasteur School,211,82,27%,15%,,,,J.H.S. 067 LOUIS PASTEUR,342600010067.0,26.0,40.762437,-73.734426,"51-60 MARATHON PKWY LITTLE NECK, NY 11362",LITTLE NECK,11362.0,"06,07,08",06,08,No,0.209,,2%,62%,3%,12%,14%,23%,98%,4%,87%,Exceeding Target,87%,Exceeding Target,83%,Meeting Target,73%,Approaching Target,73%,Approaching Target,83%,Approaching Target,Meeting Target,3.27,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,126.0,0.0,0.0,3.0,98.0,22.0,0.0,0.0,39.0,301.0,164.0,0.0,0.0,6.0,125.0,30.0,0.0,7.0,55.0,293.0,107.0,0.0,0.0,8.0,82.0,15.0,0.0,0.0,39.0,232.0,87.0,0.0,0.0,5.0,69.0,11.0,0.0,0.0,35.0,242.0,87.0,0.0,0.0,8.0,64.0,14.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.H.S. 234 ARTHUR W. CUNNINGHAM,Junior High School 234,The Arthur W. Cunningham School,370,79,12%,30%,,,,J.H.S. 234 ARTHUR W. CUNNINGHAM,332200010234.0,22.0,40.604437,-73.95517099999999,"1875 E 17TH ST BROOKLYN, NY 11229",BROOKLYN,11229.0,"06,07,08",06,08,No,0.46299999999999997,,9%,25%,17%,11%,28%,45%,96%,10%,88%,Meeting Target,89%,Exceeding Target,85%,Meeting Target,85%,Meeting Target,73%,Approaching Target,91%,Meeting Target,Meeting Target,3.09,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,141.0,1.0,19.0,5.0,48.0,64.0,4.0,0.0,68.0,646.0,281.0,1.0,30.0,17.0,95.0,129.0,9.0,8.0,138.0,634.0,157.0,0.0,27.0,14.0,48.0,67.0,0.0,0.0,85.0,649.0,263.0,0.0,33.0,18.0,79.0,131.0,0.0,3.0,146.0,604.0,176.0,0.0,19.0,0.0,60.0,92.0,0.0,0.0,87.0,617.0,234.0,0.0,23.0,0.0,96.0,109.0,0.0,7.0,127.0
J.H.S. 167 ROBERT F. WAGNER,Junior High School 167,The Robert F. Wagner School,258,77,18%,22%,,,,J.H.S. 167 ROBERT F. WAGNER,310200010167.0,2.0,40.771827,-73.95794000000001,"220 E 76TH ST NEW YORK, NY 10021",NEW YORK,10021.0,"06,07,08",06,08,No,0.36,,4%,28%,8%,19%,27%,42%,96%,9%,85%,Exceeding Target,89%,Meeting Target,87%,Meeting Target,84%,Meeting Target,76%,Approaching Target,92%,Meeting Target,Exceeding Target,3.08,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,132.0,0.0,3.0,4.0,45.0,73.0,0.0,0.0,25.0,423.0,242.0,0.0,7.0,11.0,90.0,124.0,0.0,9.0,72.0,398.0,93.0,0.0,3.0,10.0,31.0,47.0,0.0,1.0,33.0,405.0,159.0,0.0,2.0,8.0,76.0,68.0,0.0,4.0,71.0,439.0,135.0,0.0,4.0,11.0,49.0,68.0,0.0,0.0,40.0,337.0,91.0,0.0,4.0,12.0,30.0,43.0,0.0,1.0,30.0
EAST SIDE MIDDLE SCHOOL,,East Side Middle School,124,75,49%,12%,,,,EAST SIDE MIDDLE SCHOOL,310200010114.0,2.0,40.780646000000004,-73.947544,"331 E 91ST ST NEW YORK, NY 10028",NEW YORK,10028.0,"06,07,08",06,08,No,0.10400000000000001,,0%,15%,3%,9%,12%,66%,98%,2%,92%,Exceeding Target,96%,Exceeding Target,92%,Exceeding Target,94%,Exceeding Target,82%,Meeting Target,96%,Exceeding Target,Exceeding Target,3.66,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,103.0,0.0,0.0,5.0,15.0,68.0,9.0,0.0,0.0,145.0,132.0,0.0,0.0,0.0,20.0,88.0,0.0,0.0,0.0,140.0,80.0,3.0,0.0,8.0,16.0,46.0,0.0,0.0,5.0,140.0,116.0,5.0,0.0,10.0,23.0,73.0,0.0,0.0,9.0,146.0,88.0,0.0,1.0,9.0,15.0,59.0,0.0,0.0,10.0,146.0,91.0,0.0,2.0,9.0,18.0,57.0,0.0,0.0,11.0
I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,Intermediate School 73,The Frank Sansivieri Intermediate School,394,73,10%,59%,,,,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,342400010073.0,24.0,40.728596,-73.89329599999999,"70-02 54TH AVE MASPETH, NY 11378",MASPETH,11378.0,"06,07,08",06,08,No,0.573,,15%,27%,1%,59%,60%,13%,95%,12%,85%,Exceeding Target,86%,Exceeding Target,79%,Approaching Target,79%,Meeting Target,71%,Approaching Target,91%,Meeting Target,Exceeding Target,2.7,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,99.0,0.0,0.0,32.0,58.0,8.0,0.0,0.0,49.0,596.0,172.0,0.0,0.0,55.0,102.0,13.0,0.0,7.0,88.0,698.0,106.0,0.0,0.0,34.0,42.0,28.0,0.0,0.0,53.0,711.0,143.0,0.0,0.0,39.0,79.0,24.0,0.0,2.0,77.0,646.0,118.0,0.0,0.0,39.0,50.0,29.0,0.0,0.0,51.0,649.0,161.0,0.0,0.0,54.0,77.0,29.0,0.0,2.0,64.0
M.S. 255 SALK SCHOOL OF SCIENCE,Middle School 255,The Salk School of Science,108,70,55%,13%,,,,M.S. 255 SALK SCHOOL OF SCIENCE,310200010255.0,2.0,40.735118,-73.981697,"319 E 19TH ST NEW YORK, NY 10003",NEW YORK,10003.0,"06,07,08",06,08,No,0.131,,0%,19%,3%,9%,13%,63%,97%,5%,93%,Meeting Target,97%,Exceeding Target,95%,Exceeding Target,96%,Exceeding Target,88%,Exceeding Target,98%,Exceeding Target,Exceeding Target,3.75,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,69.0,0.0,0.0,7.0,14.0,38.0,0.0,0.0,4.0,129.0,100.0,0.0,0.0,10.0,21.0,55.0,0.0,0.0,7.0,121.0,72.0,0.0,0.0,3.0,14.0,47.0,0.0,0.0,4.0,121.0,85.0,0.0,0.0,5.0,16.0,53.0,0.0,0.0,5.0,119.0,83.0,0.0,0.0,8.0,21.0,48.0,0.0,0.0,13.0,75.0,31.0,0.0,0.0,2.0,12.0,17.0,0.0,0.0,5.0
BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,,Baccalaureate School for Global Education,94,62,52%,21%,,,,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,343000011580.0,30.0,40.755047999999995,-73.926963,"34-12 36TH AVE LONG ISLAND CITY, NY 11106",LONG ISLAND CITY,11106.0,"07,08,09,10,11,12",07,12,No,0.276,,0%,49%,2%,15%,17%,31%,98%,1%,88%,Meeting Target,81%,Approaching Target,90%,Exceeding Target,74%,Approaching Target,70%,Not Meeting Target,89%,Meeting Target,Exceeding Target,3.91,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,73.0,0.0,0.0,6.0,45.0,19.0,0.0,0.0,23.0,106.0,79.0,0.0,0.0,6.0,51.0,19.0,0.0,0.0,30.0,80.0,56.0,0.0,0.0,0.0,37.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I.S. 119 THE GLENDALE,Intermediate School 119,The Glendale School,104,59,27%,32%,,,,I.S. 119 THE GLENDALE,342400010119.0,24.0,40.705197999999996,-73.875033,"74-01 78TH AVE GLENDALE, NY 11385",GLENDALE,11385.0,"06,07,08",06,08,No,0.436,"$57,397.18 ",4%,25%,1%,30%,32%,42%,95%,13%,89%,Exceeding Target,87%,Exceeding Target,84%,Meeting Target,83%,Meeting Target,75%,Not Meeting Target,87%,Meeting Target,Exceeding Target,3.13,3.38,93.0,32.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,19.0,93.0,55.0,0.0,0.0,0.0,26.0,20.0,0.0,0.0,33.0,56.0,11.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,7.0,58.0,19.0,0.0,0.0,5.0,8.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,94.0,0.0,0.0,12.0,0.0,31.0,0.0,0.0,60.0,219.0,107.0,0.0,0.0,16.0,0.0,39.0,0.0,0.0,71.0,227.0,83.0,0.0,0.0,0.0,40.0,36.0,0.0,0.0,50.0,229.0,110.0,0.0,0.0,0.0,49.0,48.0,0.0,1.0,67.0,235.0,93.0,0.0,0.0,21.0,0.0,45.0,0.0,0.0,56.0,115.0,13.0,0.0,0.0,4.0,3.0,6.0,0.0,2.0,8.0
THE ANDERSON SCHOOL,,The Anderson School,75,58,76%,12%,,,,THE ANDERSON SCHOOL,310300010334.0,3.0,40.781081,-73.978085,"100 W 77TH ST NEW YORK, NY 10024",NEW YORK,10024.0,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.134,"$89,026.73 ",0%,28%,4%,9%,13%,53%,98%,1%,90%,Exceeding Target,90%,Exceeding Target,92%,Exceeding Target,87%,Meeting Target,93%,Exceeding Target,92%,Meeting Target,Exceeding Target,3.93,4.15,59.0,29.0,0.0,0.0,2.0,12.0,12.0,0.0,0.0,4.0,59.0,55.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,7.0,56.0,50.0,0.0,0.0,5.0,13.0,27.0,0.0,0.0,0.0,56.0,51.0,0.0,0.0,4.0,13.0,29.0,0.0,0.0,0.0,50.0,29.0,0.0,0.0,0.0,6.0,17.0,0.0,0.0,0.0,50.0,34.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,89.0,59.0,0.0,0.0,3.0,20.0,33.0,0.0,0.0,5.0,89.0,79.0,0.0,0.0,3.0,24.0,48.0,0.0,0.0,0.0,72.0,50.0,0.0,0.0,0.0,13.0,30.0,0.0,0.0,4.0,72.0,59.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,3.0,61.0,50.0,0.0,0.0,4.0,21.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.H.S. 194 WILLIAM CARR,Junior High School 194,The William Carr School,147,54,14%,33%,,,,J.H.S. 194 WILLIAM CARR,342500010194.0,25.0,40.78322,-73.806977,"154-60 17TH AVE WHITESTONE, NY 11357",WHITESTONE,11357.0,"06,07,08",06,08,No,0.34,,7%,35%,2%,29%,31%,33%,95%,12%,86%,Meeting Target,84%,Exceeding Target,82%,Meeting Target,77%,Approaching Target,75%,Approaching Target,87%,Meeting Target,Approaching Target,2.87,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,110.0,0.0,0.0,0.0,66.0,32.0,0.0,0.0,44.0,378.0,155.0,0.0,0.0,0.0,101.0,35.0,0.0,7.0,80.0,355.0,58.0,0.0,0.0,8.0,26.0,19.0,0.0,0.0,23.0,358.0,101.0,0.0,0.0,11.0,62.0,26.0,0.0,1.0,59.0,324.0,76.0,0.0,0.0,13.0,39.0,21.0,0.0,0.0,37.0,325.0,79.0,0.0,0.0,9.0,52.0,17.0,0.0,1.0,46.0
J.H.S. 190 RUSSELL SAGE,Junior High School 190,The Russell Sage School,172,53,15%,35%,,,,J.H.S. 190 RUSSELL SAGE,342800010190.0,28.0,40.723014,-73.851845,"68-17 AUSTIN ST FOREST HILLS, NY 11375",FOREST HILLS,11375.0,"06,07,08",06,08,No,0.37200000000000005,,8%,33%,7%,28%,35%,29%,95%,12%,86%,Meeting Target,81%,Meeting Target,80%,Meeting Target,72%,Approaching Target,70%,Not Meeting Target,82%,Approaching Target,Meeting Target,2.85,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,88.0,0.0,3.0,9.0,43.0,26.0,0.0,0.0,19.0,303.0,141.0,0.0,5.0,13.0,71.0,45.0,0.0,2.0,39.0,352.0,66.0,0.0,1.0,10.0,31.0,21.0,0.0,0.0,22.0,356.0,97.0,0.0,1.0,9.0,54.0,28.0,0.0,3.0,30.0,336.0,63.0,0.0,1.0,17.0,24.0,19.0,0.0,0.0,16.0,343.0,91.0,0.0,3.0,16.0,45.0,26.0,0.0,4.0,30.0
I.S. 237,,Intermediate School 237,194,53,12%,23%,,,,I.S. 237,342500010237.0,25.0,40.749539,-73.821454,"46-21 COLDEN ST FLUSHING, NY 11355",FLUSHING,11355.0,"06,07,08",06,08,No,0.562,,19%,73%,7%,17%,25%,2%,96%,13%,78%,Meeting Target,78%,Approaching Target,78%,Approaching Target,71%,Approaching Target,66%,Not Meeting Target,83%,Approaching Target,Meeting Target,2.72,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,92.0,0.0,2.0,4.0,84.0,0.0,0.0,0.0,69.0,416.0,161.0,0.0,1.0,10.0,147.0,0.0,0.0,19.0,130.0,363.0,66.0,0.0,1.0,3.0,60.0,0.0,0.0,0.0,48.0,392.0,151.0,0.0,2.0,4.0,143.0,0.0,0.0,7.0,122.0,381.0,76.0,2.0,0.0,7.0,66.0,1.0,0.0,0.0,56.0,386.0,151.0,2.0,1.0,6.0,141.0,1.0,0.0,18.0,122.0
